ID,Ang_Vel_X,Ang_Vel_Y,Ang_Vel_Z,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z
26.23,0.000990851,0.00663184,0.710401,-2.70829,-0.41114,9.79991
27.1,-0.00140763,0.00228858,0.714007,-0.908206,-0.0181166,9.80283
27.11,-0.00241893,0.00752095,0.642075,-0.591388,0.555133,9.80299
27.12,-0.00587039,0.00789425,0.578853,-0.647902,0.514995,9.81325
27.13,-0.00286289,0.00769225,0.522456,-0.648455,0.498866,9.80248
27.14,0.00172762,0.00181126,0.45548,-0.648795,0.478675,9.80509
27.15,0.000919348,0.00240272,0.370513,-0.240538,0.568419,9.80767
27.16,0.000626065,-0.00626024,0.237494,1.17851,1.19254,9.80576
27.17,0.000446134,-0.0036714,0.0671532,1.40947,1.06463,9.7956
27.18,-0.00322991,0.0080095,-0.0419842,1.81954,-0.093449,9.80421
27.19,-0.00168121,0.0130547,-0.071764,2.14821,-0.21139,9.80808
27.2,-0.00133159,0.00357799,-0.0990962,2.06578,-0.243103,9.81519
28.1,0.000503617,0.0191299,-0.210044,1.42902,-0.105923,9.79486
28.11,-0.000696719,-0.00940184,-0.346749,1.47065,-0.176767,9.80477
28.12,-0.00245192,0.00959043,-0.496921,1.42966,-0.148389,9.80911
28.13,-0.00498829,0.00466422,-0.651247,1.46369,-0.153096,9.79827
28.14,0.0056547,0.00103727,-0.791469,1.51237,-0.218272,9.79655
28.15,-0.00763342,0.000161181,-0.954192,1.41073,-0.166455,9.80459
28.16,0.0104099,-0.000832571,-1.06293,1.19138,-0.0950941,9.80031
28.17,-0.00148807,0.00168798,-1.17471,0.878474,0.0148951,9.80033
28.18,-0.0122213,0.0107878,-1.22832,0.440677,0.158142,9.81143
28.19,0.00168816,0.00105601,-1.25312,-0.0701719,0.270999,9.80462
28.2,-0.00914363,0.00772655,-1.21691,-0.605074,0.248064,9.78774
28.21,-0.00485469,0.0054461,-1.13399,-0.594474,0.0987635,9.81505
28.22,-0.00830407,0.0122806,-1.07944,-0.449106,0.132185,9.79485
28.23,-0.0067257,-0.00522331,-1.04365,-0.287473,0.159768,9.80712
29.1,-0.00317568,8.76009e-05,-1.00036,-0.126408,0.192817,9.80328
29.11,-0.00691456,-0.00169568,-0.987159,0.0293697,0.171999,9.79525
29.12,-0.00344336,0.00760561,-0.994066,0.358292,-0.00172774,9.80233
29.13,0.000741904,-0.00246104,-1.02365,0.641683,-0.111962,9.80128
29.14,-0.0020957,-0.00738009,-1.10006,0.777334,-0.0999583,9.80285
29.15,-0.00432087,-0.00942616,-1.15086,0.894453,-0.0945987,9.79704
29.16,-0.00540051,0.000859264,-1.22158,1.07833,-0.211186,9.82139
29.17,-0.00278133,0.00361047,-1.30983,1.0055,-0.13551,9.78839
29.18,-0.00138306,-0.00418727,-1.34586,0.350651,-0.318821,9.79475
29.19,0.00108999,0.00128488,-1.35556,0.250513,-0.694019,9.80286
29.2,-0.011802,0.00338198,-1.35212,0.210718,-0.710165,9.81325
30.1,0.00232861,0.00723688,-1.3445,0.244314,-0.665601,9.7919
30.11,-0.00545426,0.00257861,-1.35242,0.248528,-0.668283,9.79849
30.12,0.00220104,-0.00827787,-1.34541,0.235653,-0.669043,9.80339
30.13,-0.00518746,-0.00400652,-1.35152,0.228517,-0.67598,9.80714
30.14,-0.0012312,0.00507285,-1.34577,0.0515023,-0.711015,9.7964
30.15,0.000736518,-0.000280345,-1.30906,-0.335897,-1.05074,9.79072
30.16,-0.0027207,-0.000146723,-1.26159,-0.222757,-0.927296,9.8108
30.17,-0.00446658,-0.00103325,-1.21385,-0.0751744,-0.76207,9.8031
30.18,-0.00138086,0.00133077,-1.19875,0.126069,-0.617739,9.80318
30.19,-0.0174337,0.00898759,-1.20176,0.316608,-0.50956,9.80388
30.2,0.0002371,0.00173674,-1.2228,0.515892,-0.401639,9.80374
30.21,-0.00787644,0.0042306,-1.25739,0.701441,-0.285491,9.79109
30.22,0.00376751,-0.0105401,-1.31254,0.883371,-0.241221,9.78479
30.23,-0.00293847,0.00583356,-1.34219,0.348305,-0.607309,9.81228
31.1,-0.00455977,0.00272006,-1.34969,0.266054,-0.675516,9.80107
31.11,-0.00575446,0.00169515,-1.3499,0.264531,-0.6387,9.80775
31.12,-0.00731819,0.00289324,-1.34778,0.185321,-0.707562,9.79894
31.13,-0.013041,0.00627248,-1.35475,0.250708,-0.655098,9.80457
31.14,-0.00230349,-0.00321165,-1.35659,0.240024,-0.666311,9.80405
31.15,-0.00117624,0.00744807,-1.35028,0.244091,-0.671915,9.80053
31.16,-0.00487745,0.00872701,-1.35176,0.244075,-0.669434,9.79705
31.17,-0.00639828,-0.00117346,-1.35334,0.220668,-0.678309,9.79791
31.18,-0.00104813,0.00426816,-1.34548,0.239135,-0.676212,9.80109
31.19,0.00281519,0.00567754,-1.36183,0.241474,-0.674804,9.80126
31.2,0.0065689,-0.00188946,-1.35635,0.0989452,-0.725753,9.79779
32.1,-0.0100583,-0.00403297,-1.32162,-0.141385,-0.926234,9.81948
32.11,-0.00486736,0.00598556,-1.29086,0.124822,-0.729243,9.77526
32.12,0.000140108,0.00461705,-1.30287,0.320853,-0.577703,9.81108
32.13,0.00255464,0.00844824,-1.3162,0.547944,-0.445544,9.79061
32.14,0.0118103,0.00662976,-1.34285,0.476424,-0.515036,9.79535
32.15,0.00340464,0.003441,-1.35204,0.275396,-0.685338,9.8011
32.16,-0.00140841,-0.000934561,-1.34497,0.258541,-0.662021,9.80365
32.17,0.0036476,-0.0104774,-1.35598,0.311016,-0.723078,9.80018
32.18,-0.00223459,-0.00390032,-1.34355,0.407419,-0.786529,9.80197
32.19,0.00568305,6.99714e-05,-1.32714,0.547734,-0.847755,9.80611
32.2,-0.00585194,-0.001114,-1.27525,0.597151,-0.8865,9.8023
32.21,-0.00118577,-0.00184403,-1.24424,0.629489,-0.908453,9.80553
32.22,0.00866458,-0.000245876,-1.20634,0.641293,-0.898825,9.80397
33.1,-0.00524949,0.00095477,-1.16702,0.61359,-0.886354,9.79787
33.11,-0.00240904,0.00129634,-1.12867,0.572721,-0.854397,9.80919
33.12,-0.00726725,0.0047844,-1.09423,0.491482,-0.815786,9.79873
33.13,0.00353487,-0.000767299,-1.0638,0.404219,-0.74081,9.79513
33.14,-0.00900144,-0.000329479,-1.05314,0.0743946,-0.543173,9.79788
33.15,-0.00316736,0.0037476,-1.08191,-0.222976,-0.377608,9.79937
33.16,-0.0070531,0.00771981,-1.11667,-0.596525,-0.272598,9.79451
33.17,-0.00508385,0.00245514,-1.1892,-0.7415,-0.215551,9.7971
33.18,-0.00453563,-0.00129477,-1.25886,-0.607727,-0.0831392,9.82558
33.19,-0.00268548,0.00678935,-1.35157,-0.00240922,-0.285225,9.7777
33.2,-0.00108662,-0.00265222,-1.34828,0.28962,-0.735511,9.80828
33.21,-0.00282252,0.00759999,-1.34368,0.252957,-0.6714,9.80125
34.1,-0.00280755,0.00161605,-1.35364,0.255051,-0.673619,9.80524
34.11,0.00719934,0.003882,-1.3469,0.252392,-0.671308,9.80237
34.12,0.000219216,0.00595916,-1.35472,0.254057,-0.674389,9.80479
34.13,-0.00147852,-0.00544453,-1.33199,0.387271,-0.898992,9.78915
34.14,-0.00557616,0.000435064,-1.10052,-1.47915,-3.18277,9.81426
34.15,-0.00814492,0.00352401,-0.66147,-1.77807,-3.36912,9.79767
34.16,-0.00471567,-0.00913514,-0.288828,1.70817,-2.15097,9.78893
34.17,-0.0094797,0.00102094,-0.0251454,1.71319,-0.959849,9.79854
34.18,-0.0020528,-0.0028863,-0.00638339,-0.000190053,0.00232679,9.78974
34.19,-0.00605713,0.00676939,0.00319359,-0.00936584,-0.00150683,9.80172
34.2,-0.00885133,0.00598595,0.000795798,-0.00523273,-0.00530559,9.79947
34.21,-0.00470748,-0.00447955,0.00115507,-0.00569438,-0.000983746,9.801
34.22,0.00084093,-0.0097198,0.0012122,0.00824069,-0.0077131,9.79756
34.23,-0.0021761,-0.00111566,0.00398343,-0.00162126,-0.00523468,9.79012
35.1,-0.00456217,-0.000818124,-0.00318407,0.00405567,-0.00339565,9.79748
35.11,-0.00772209,0.00367959,0.00247451,0.00120082,-0.00266056,9.80268
35.12,-0.00697885,0.000913783,-0.0193812,-2.04793,0.215404,9.79751
35.13,0.0012071,-0.0042955,-0.0689617,-2.59474,0.292802,9.80325
35.14,-0.0111952,0.00181537,-0.105121,-2.56971,0.229891,9.80213
35.15,-0.00243834,-0.00166035,-0.141582,-2.56516,0.205975,9.80686
35.16,-0.00752787,-0.000543223,-0.18806,-2.55741,0.206804,9.79562
35.17,0.00192538,0.0117806,-0.219885,-2.57241,0.210327,9.80389
35.18,-0.0135138,0.00417706,-0.263537,-2.56467,0.204659,9.803
35.19,-0.0027642,0.00163427,-0.310429,-2.57045,0.203566,9.80363
35.2,0.000104417,0.00378856,-0.319776,-1.94492,-0.246319,9.80624
36.1,-0.00219297,-0.00105446,-0.228832,-1.23678,-0.818051,9.80457
36.11,-0.0130109,-0.00344097,-0.102945,-1.23592,-0.783757,9.79082
36.12,-0.00278107,0.000644167,-0.012394,-0.51595,-0.346208,9.80672
36.13,-0.00129866,0.00307599,0.000377982,-0.00769167,0.00772935,9.80596
36.14,-0.00837884,0.0107873,-0.00100231,-0.00253155,0.00502718,9.80147
36.15,7.32703e-05,0.000533277,-0.00346594,-0.0014556,0.00810292,9.79807
36.16,-0.0091774,0.00130799,0.0173525,3.9236,0.0240577,9.8137
36.17,0.00130055,0.00415392,0.00668979,3.8521,-0.00173576,9.80235
36.18,-0.00490799,-0.00358414,0.0341473,3.43884,0.197135,9.80792
36.19,-0.00357024,0.00597147,0.113499,2.99655,0.677247,9.79483
36.2,-0.00294066,-0.00238529,0.222806,2.89944,0.245261,9.80716
36.21,-0.00498388,0.000129923,0.287241,3.00841,0.286302,9.80636
36.22,-0.00126498,0.00524885,0.279036,2.38815,0.240453,9.80017
37.1,-0.00298057,0.00388214,0.167909,1.38184,-0.581808,9.80271
37.11,-0.000170108,0.00270219,0.0375981,1.08411,-0.698917,9.80068
37.12,0.00212472,0.00203748,-0.00239989,-0.019447,0.0219836,9.79832
37.13,-4.36658e-05,0.00443869,0.00825215,-0.00202727,0.00230499,9.80243
37.14,-0.00631118,0.00513171,0.00325614,-0.00741609,0.00716523,9.80173
37.15,-0.00285577,-0.00825902,-0.000271982,-0.01717,0.00201002,9.79962
37.16,-0.00232543,-0.00871199,0.0032703,-0.0193394,0.00130082,9.79331
37.17,0.0023637,0.00616789,0.00666936,0.0147431,0.0043461,9.80142
37.18,-0.00161543,0.00996067,0.00384151,0.000774694,0.00307066,9.80404
37.19,0.00287454,-0.00316333,0.011184,-0.00526061,0.00129788,9.80628
37.2,-0.00377252,0.0021263,-0.00115525,0.00230745,-0.00253402,9.80282
37.21,-0.000509735,-0.000235974,0.00368957,-0.00282573,0.00607755,9.79658
38.1,-0.00115321,0.0028804,0.00728062,0.00149544,0.00519259,9.80857
38.11,-0.00192848,0.00300324,-0.000854055,-0.0053336,-0.00611334,9.80215
38.12,-0.00572135,0.0067385,0.00597247,-0.0018006,-0.00467954,9.8041
38.13,0.000608685,0.00263563,-0.00641145,-0.0134684,0.00264695,9.80065
38.14,-0.00385897,0.00635006,0.00618462,0.00483902,-0.00907171,9.80077
38.15,-0.0109693,-0.00926537,0.00646506,-0.000898445,0.00389303,9.79915
38.16,-0.00308449,-0.00284919,0.00200068,0.00209576,-0.00364956,9.80197
38.17,0.00712853,0.00291129,0.00731569,0.00165537,0.00256924,9.80188
38.18,0.00103369,0.00485582,0.00169437,0.0119853,-0.0013296,9.81038
38.19,0.00107879,8.56479e-05,-0.00305322,0.0024063,0.000677571,9.79392
38.2,0.00136724,-0.00581089,0.00258356,0.00648881,0.00160532,9.8039
38.21,-0.00881927,-0.00166143,-0.00380899,-0.162997,0.0977482,9.79821
38.22,0.00307973,0.00611768,-0.130886,-0.833058,0.686265,9.79292
38.23,-0.00151939,0.00565557,-0.259629,-1.35038,0.791891,9.8059
38.24,0.00103265,0.00357198,-0.37586,-1.8352,0.889663,9.79562
39.1,-0.00623114,0.00819123,-0.496573,-1.63431,0.612963,9.80112
39.11,-0.00431685,0.00999384,-0.631514,-1.16367,0.436544,9.79721
39.12,-0.0110282,0.00492057,-0.662424,0.047535,-0.185801,9.7993
39.13,-0.0121976,0.00687852,-0.68008,0.291169,-0.11028,9.80243
39.14,-0.00233438,-0.00145044,-0.704658,0.485904,-0.0150694,9.79806
39.15,-0.00966254,-0.000259579,-0.763088,0.656037,0.0490507,9.8
39.16,-0.00379688,-0.00376871,-0.815766,0.814124,0.178564,9.79709
39.17,-0.00255616,0.000228469,-0.900426,1.02245,0.217986,9.79492
39.18,-0.00409782,0.00618362,-0.993649,1.22526,0.266273,9.79512
39.19,0.00256125,-0.00666077,-1.03776,-1.22738,-0.662129,9.80394
39.2,-0.00453753,-0.00300319,-0.878034,-3.62241,-2.01321,9.81008
40.1,0.00771599,0.00793799,-0.638882,-3.61551,-1.73892,9.80593
40.11,0.00603504,0.00507149,-0.388559,-3.61462,-1.65205,9.80442
40.12,-0.00456687,0.00147775,-0.16495,-3.60977,-1.57613,9.79136
40.13,-0.00452691,0.00387155,-0.000176682,-3.53915,-0.392062,9.79915
40.14,-0.00280261,0.00312119,0.00068491,-2.29428,0.0447739,9.81242
40.15,-0.00274594,0.00368532,0.00412468,-0.00267894,-0.0217765,9.80896
40.16,-0.000811041,0.00694197,-0.0102863,-0.00504289,-0.00830081,9.80513
40.17,-0.00234272,-0.000351578,0.00476642,-0.00274987,0.00110743,9.80224
40.18,0.000838096,0.00547376,0.00520072,0.000931985,-0.00409674,9.7951
40.19,0.00155942,-0.000416229,-0.00348971,0.00839292,-0.00878135,9.80048
40.2,-0.00481997,-0.00243031,-0.00220309,-0.000506924,-0.0147851,9.8081
40.21,-0.0021384,-0.0010869,0.00219761,-0.00239867,0.00434043,9.80041
41.1,-0.0101459,0.00527601,0.00393273,0.00690198,-0.00407058,9.8011
41.11,0.00480151,0.000581949,0.0120361,2.59524,-0.00416277,9.79598
41.12,-0.00314778,0.00849745,-0.000651371,5.22104,0.00159143,9.80392
41.13,-0.00423381,-0.00255288,-0.013984,3.94587,-0.024868,9.80849
41.14,0.00080561,-0.00204651,-0.141243,1.87083,-0.173509,9.80674
41.15,0.00182124,0.000242692,-0.286614,1.95624,-0.214706,9.79691
41.16,0.00255476,0.00153027,-0.429024,1.87284,-0.165069,9.79685
41.17,1.28485e-05,0.00179422,-0.551729,1.66557,-0.0913714,9.8014
41.18,-0.00519374,0.00634765,-0.656134,1.30478,-0.0117487,9.79618
41.19,-0.00280333,0.00804295,-0.764578,0.779071,0.0800466,9.79869
41.2,-0.00221111,0.00649611,-0.81978,0.152727,0.128537,9.80548
41.21,-0.00616659,-0.00737067,-0.858167,-0.390186,0.135047,9.78816
41.22,-0.00817231,0.00930342,-0.876903,-0.163559,0.0953927,9.80297
42.1,-0.00246261,-0.00720026,-0.912785,0.162798,0.0888258,9.79409
42.11,0.00205422,0.00347439,-0.948194,0.504314,0.0767568,9.79429
42.12,0.00151132,0.00689356,-0.991389,0.832457,0.0544511,9.79619
42.13,0.00109352,0.00324248,-1.04795,1.16151,0.0117268,9.81275
42.14,-0.00493914,-0.00262625,-1.1133,1.51145,-0.0778196,9.79196
42.15,0.00592482,0.00951484,-1.17093,1.81449,-0.276407,9.79977
42.16,-0.00295084,-0.00186606,-1.18297,0.879056,-0.0459182,9.79986
42.17,0.00418904,-0.000143291,-1.1218,0.68793,0.0637017,9.80777
42.18,0.00992205,0.00644378,-1.06209,0.568575,0.121984,9.79878
42.19,-0.000159114,0.00250085,-1.04626,0.692324,-0.19354,9.80076
42.2,-0.0031851,0.00543467,-1.05866,0.517253,-0.463292,9.79646
42.21,-0.00469527,-0.00178948,-1.09895,0.263465,-0.353346,9.7968
42.22,-0.00613623,0.00479576,-1.14037,-0.11598,-0.197286,9.80506
43.1,-0.00898147,0.0073969,-1.2075,-0.487147,-0.213026,9.80787
43.11,-0.0058409,0.00380114,-1.29817,-0.755511,-0.0712488,9.7907
43.12,-0.0103444,-0.000818015,-1.41645,-0.987003,0.0321771,9.82051
43.13,-0.00159406,-0.00136055,-1.44558,-0.334417,-0.9651,9.78369
43.14,-0.00990957,-0.00484903,-1.43054,-0.42905,-0.818955,9.78663
43.15,-0.00787763,0.00579252,-1.42833,-0.292317,-0.829837,9.78393
43.16,-0.0110985,0.00420762,-1.39886,0.132289,-0.795611,9.80676
43.17,-0.00890312,-0.0102307,-1.38156,0.550053,-0.867387,9.80311
43.18,0.0041316,0.00210005,-1.33607,0.775195,-0.843773,9.80043
43.19,-0.00754692,0.0108735,-1.34122,0.412481,-0.55393,9.80148
43.2,-0.0110153,-0.00240351,-1.35539,0.296461,-0.655936,9.79712
44.1,-0.00188987,-0.0050292,-1.30855,0.309078,-1.46799,9.7933
44.11,-0.00560422,-0.000293871,-0.908972,-2.08828,-4.15312,9.80542
44.12,0.000304328,0.00495767,-0.380407,-0.118021,-3.41799,9.8039
44.13,-0.00564739,0.00768441,-0.0627044,2.35284,-1.13067,9.81108
44.14,-0.00418209,-9.56523e-05,0.00591754,-0.00366471,-0.00349721,9.79807
44.15,-0.00168872,0.00853172,0.00859097,0.000472513,-0.0060062,9.80796
44.16,-0.00236808,-0.000886818,0.000471014,-0.00163077,-0.0100296,9.79741
44.17,-0.00344394,0.00747278,0.00518987,0.00528907,-0.000117555,9.79101
44.18,-0.00279448,0.00126649,0.00152723,-0.0148351,-8.04249e-05,9.79703
44.19,-0.00385222,-0.00366813,0.00693025,0.00579795,-0.0076586,9.80866
44.2,-0.00354107,0.000596648,-0.0044975,0.00513011,-0.00071959,9.80422
44.21,-0.0110413,0.00354845,7.853e-05,0.00286291,-0.00512016,9.80144
44.22,-0.00800207,0.00834248,-0.000106748,-0.159171,-0.00465357,9.81663
44.23,0.000493483,0.0063495,0.00074923,-2.91666,-0.00205568,9.77549
45.1,0.00288223,0.00617296,-0.00357472,-2.86366,0.00836624,9.80699
45.11,-0.00308126,0.00240829,0.00992818,-2.86731,-0.00273973,9.80189
45.12,-0.00935551,-0.000878549,0.00244009,-2.86094,0.00648008,9.79315
45.13,-0.00217651,0.00689241,0.0129197,-2.86691,0.00654288,9.81071
45.14,0.00904043,0.00231577,0.000949017,-2.85441,-0.00296675,9.79495
45.15,-0.00510287,0.00563336,0.0119806,-2.86061,-0.00859227,9.80556
45.16,-0.00726225,-0.000484705,0.00396043,-2.86198,-0.00325726,9.79706
45.17,-0.00228312,-0.00672957,0.00644047,-1.8898,-0.0078208,9.80544
45.18,-0.00761565,0.00197912,0.00279089,-0.00420853,0.00423639,9.80383
45.19,-0.00858542,-0.00258066,0.00388546,0.00505707,0.00447601,9.80258
45.2,-0.00196053,0.00136418,-0.00833255,0.00903718,0.000898104,9.79905
46.1,0.00389097,0.00428931,0.000875824,0.00230486,0.00198627,9.80285
46.11,-0.0037514,0.0036831,-0.00151556,-0.00139804,-0.00303485,9.80708
46.12,0.00275599,0.00600888,0.0021843,0.00223252,0.00603904,9.80611
46.13,-0.0051256,-0.00836721,-0.00666294,4.60352,-0.00748364,9.79894
46.14,-0.00789575,-0.00394209,-0.00257929,5.28725,0.000590905,9.79766
46.15,-0.00281632,0.0033906,0.00358519,4.99669,-0.00376022,9.8085
46.16,-0.00382471,0.00242157,0.00698359,4.57929,0.00827431,9.80838
46.17,-0.000991065,-0.00123224,0.00426323,4.03699,-0.0044532,9.80875
46.18,-0.0128017,0.00808498,-4.86285e-05,1.47165,0.00550886,9.78762
46.19,-0.00474377,0.00541272,0.00278584,-0.00157954,-0.000910246,9.80824
46.2,-0.00158189,0.0097771,-0.00925889,0.00861703,-0.00476357,9.79291
46.21,0.000691529,0.00550436,-0.00590778,-0.008683,0.00238157,9.79947
46.22,-0.00487629,-0.00649704,0.00994416,-0.0204873,0.00454412,9.80978
47.1,-0.00169892,0.00420602,0.0021842,-0.00951179,-0.000534239,9.80381
47.11,0.000320009,0.00392533,0.00817038,0.0123903,-0.00226398,9.78869
47.12,-0.00958659,-0.00180983,0.00881437,7.43674e-05,0.00722714,9.80687
47.13,-0.00531609,-0.00267125,0.0111121,-0.00253642,-0.00322363,9.80141
47.14,0.00122964,0.00215612,-0.00205326,-0.00897401,0.00690092,9.80803
47.15,-6.59912e-05,0.0109237,-0.00623808,-0.00824833,-0.00197218,9.79591
47.16,0.00194838,0.0023417,-0.00132344,0.00638229,0.00379011,9.80152
47.17,0.00170526,0.00220357,-0.000772287,-0.00746165,0.00235061,9.78801
47.18,0.00239906,0.00332969,0.00199286,0.00229648,-0.0025586,9.79544
47.19,-0.00302094,0.00162694,0.00109808,-0.0038862,0.00285824,9.79546
47.2,8.16525e-05,-0.00125983,0.00676154,0.000842671,-0.00491051,9.80196
47.21,0.0012538,0.000997484,-0.000207691,-0.00735389,-0.00829476,9.80501
48.1,-0.00626572,0.00960899,-0.0024192,0.00158648,0.000445865,9.80533
48.11,-0.0103741,0.00913354,-0.00839333,0.000360165,-0.00171344,9.79766
48.12,-0.00248223,0.00515578,-0.0103501,0.00356366,-0.000809462,9.80652
48.13,-0.00591482,0.00246946,-0.00224158,-0.00336716,-0.0086757,9.79637
48.14,-0.00186327,0.00660643,0.112607,0.428775,-0.237371,9.79783
48.15,0.0027289,0.00575252,0.284784,0.645001,-0.195307,9.80356
48.16,-0.00370861,0.0162007,0.464957,0.863401,-0.102731,9.7954
48.17,-0.00536817,-1.99914e-05,0.637213,1.00634,-0.0519303,9.8012
48.18,0.00115072,0.00787947,0.814793,1.04107,-0.047168,9.79859
48.19,-0.0022235,-0.00355158,0.959648,-0.0188568,-0.368287,9.8078
48.2,-0.00410402,0.005588,1.01707,-0.484143,-0.485617,9.79363
48.21,-0.00498277,0.00498831,1.06699,-0.555837,-0.470824,9.80604
48.22,0.000149671,0.00464162,1.13021,-0.645184,-0.442397,9.80183
48.23,0.00024666,0.00106369,1.20261,-0.893046,-0.419528,9.79519
49.1,-0.0122935,0.00443637,1.27208,-1.26429,-0.383325,9.80555
49.11,0.00205978,0.00412883,1.28069,-0.119772,0.393919,9.80197
49.12,0.00584878,0.00181954,1.2599,-1.06744,0.885707,9.81014
49.13,-0.00477783,-0.00151444,1.1225,-3.13602,1.81236,9.80423
49.14,0.000329958,-0.0022101,0.917943,-3.22498,1.7881,9.80239
49.15,-0.00309901,0.00677645,0.687381,-3.23227,1.68479,9.8174
49.16,-0.00756571,0.000735578,0.472261,-3.24491,1.60653,9.80144
49.17,-0.0028116,0.00184021,0.236269,-3.23627,1.56132,9.79424
49.18,-0.00179183,0.0114461,0.0251705,-3.20435,0.866757,9.7984
49.19,-0.00177918,-0.00625243,0.010222,-3.06146,-0.0193653,9.819
49.2,0.00284764,-0.00299524,-0.0044288,-0.0501933,-0.0189323,9.78298
50.1,-0.0126776,0.00867479,0.00344979,-0.000246412,-0.00259219,9.79421
50.11,-0.00220748,-0.00217685,0.00402888,0.000234084,-0.000221293,9.8064
50.12,-0.0179584,-0.00310008,0.00372406,-0.00175571,0.00397763,9.79939
50.13,-0.00918118,0.00397802,0.00714661,0.00501627,-0.00653729,9.80139
50.14,0.00434214,-0.00476258,0.0021952,0.00886931,-0.000625755,9.80163
50.15,-0.000767128,-0.00848696,0.000505031,0.00109299,-0.000828044,9.81302
50.16,-0.0120578,-0.00538899,-0.00469026,0.822849,-0.0142738,9.80197
50.17,0.00264513,0.000882984,-0.00923233,3.31309,-0.0127097,9.80578
50.18,-0.00275325,0.00156083,-0.00308673,3.40964,0.0445612,9.80225
50.19,-0.00690053,-0.00459553,0.00815089,3.48563,-0.0142681,9.83866
50.2,-0.00533463,-0.000551353,0.058801,0.894723,0.0288099,9.766
50.21,-0.00907554,0.00405241,0.138956,0.990014,-0.00952703,9.8081
50.22,-0.000796578,-0.00516957,0.225833,1.30005,0.0912281,9.79068
51.1,-0.00965636,0.00867026,0.345048,1.63804,0.18349,9.80994
51.11,-5.0367e-05,0.00166926,0.456174,1.92704,0.253805,9.79703
51.12,-0.00782426,-0.00584539,0.579304,2.19932,0.293107,9.8068
51.13,-0.00860989,-0.00279249,0.698422,2.38551,0.295019,9.80013
51.14,-0.00622973,0.00885569,0.819339,2.4964,0.269072,9.79063
51.15,-0.000624453,-0.00263926,0.94279,2.52564,0.21128,9.801
51.16,-0.00782571,-0.00347049,1.01912,1.30493,0.122714,9.80336
51.17,-0.000633468,0.00828608,0.967492,0.586485,0.0016031,9.8061
51.18,-0.00466605,-0.0079063,0.924351,0.477829,-0.0468646,9.79822
51.19,-0.00725435,-0.00102566,0.880677,0.331355,-0.0195081,9.79578
51.2,0.00439952,-0.000530503,0.874164,-0.0274599,-0.06182,9.7956
51.21,-0.000953996,0.00247815,0.881358,-0.388519,-0.0255141,9.78744
52.1,0.00575162,-0.00760227,0.912727,-0.348261,-0.0973733,9.80211
52.11,-0.00769437,0.00424173,0.952209,-0.304134,-0.159673,9.8038
52.12,-0.0044846,0.011919,1.00626,-0.348119,-0.226938,9.80005
52.13,-0.00349433,-0.00259833,1.05371,-0.4238,-0.309184,9.80648
52.14,6.74549e-05,0.00787881,1.1213,-0.438713,-0.355803,9.8034
52.15,-0.0013924,0.0102333,1.17163,-0.349113,0.0974578,9.80281
52.16,0.00140369,0.00273087,1.23914,-0.42248,0.272245,9.79756
52.17,-0.000923849,0.00591089,1.31547,-0.449314,0.225568,9.80204
52.18,0.00408222,0.00394141,1.34799,-0.0233704,0.48857,9.79414
52.19,-0.00345675,2.66022e-05,1.36116,0.258829,0.675746,9.80625
52.2,-0.00658764,-0.00730059,1.36,0.258063,0.658012,9.80456
52.21,-0.00752511,0.00175062,1.35961,0.239295,0.666793,9.81037
52.22,-0.00339503,0.00299831,1.35726,0.214719,0.736516,9.79091
52.23,-0.00804949,0.00372058,1.35303,0.238393,0.644586,9.81048
53.1,-0.000965982,0.00175824,1.35698,0.238288,0.669827,9.80697
53.11,-0.0111438,0.00676498,1.35168,0.247903,0.685117,9.79785
53.12,-0.000220447,-0.0079109,1.34881,0.235945,0.669964,9.80205
53.13,-0.00344867,0.0080945,1.39871,-2.36389,0.17393,9.79493
53.14,0.00211183,0.00631567,1.50905,-2.99656,-0.205622,9.79456
53.15,-0.00964889,0.00495435,1.61809,-2.03997,0.0962808,9.78288
53.16,0.00138141,-0.00225931,1.57482,-0.539017,1.26015,9.81313
53.17,-0.00954152,0.013806,1.48259,-0.59327,1.03633,9.80535
53.18,-0.00252062,-0.00067065,1.40174,-0.60839,0.998255,9.79295
53.19,0.0035727,0.00379632,1.30507,-0.705698,0.980162,9.80226
53.2,-0.00719456,0.00252215,1.20594,-0.768803,0.919913,9.79751
53.21,0.000139972,-0.00150268,1.12028,-0.790702,0.886457,9.79518
54.1,-0.0061701,0.00573481,1.02022,-0.813055,0.833688,9.80302
54.11,0.00599442,0.00908515,0.936129,-0.845342,0.803464,9.79994
54.12,-0.000237588,-0.00398582,0.847678,-0.871418,0.773548,9.79825
54.13,0.000367166,0.0038972,0.750657,-0.877846,0.738375,9.80012
54.14,-0.00164803,-0.0147697,0.660143,-0.902775,0.69242,9.80718
54.15,0.00472121,0.00510355,0.558848,-0.922506,0.681256,9.7992
54.16,-0.00122251,-0.00416647,0.452768,-0.934127,0.665447,9.80613
54.17,0.00651578,0.00768687,0.379089,-0.946052,0.636545,9.80345
54.18,0.00292457,0.00917744,0.27552,-0.949516,0.615084,9.79457
54.19,0.00089295,0.00522507,0.193585,-0.956671,0.612862,9.8002
54.2,0.0056511,0.00249745,0.0934071,-0.990684,0.634422,9.78933
54.21,0.00173658,-0.00240985,0.00814626,-0.560155,0.326799,9.81896
