ID,Ang_Vel_X,Ang_Vel_Y,Ang_Vel_Z,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z
12.17,-0.00455228,0.00485106,-1.11371,-0.403151,0.190896,9.80128
12.18,-0.0127084,0.00715956,-1.09005,-2.17037,-1.3915,9.80496
12.19,0.00203456,0.00136842,-0.869998,-3.1082,-2.1069,9.80107
12.2,0.000592881,0.00367422,-0.591547,-3.16265,-2.03217,9.79887
12.21,-0.00851603,0.0148022,-0.327537,-3.16256,-1.90828,9.79798
12.22,-0.00585278,-0.00044416,-0.0577991,-3.1332,-1.33419,9.79602
12.23,0.00238131,-0.00406126,0.011286,-3.02009,0.0437145,9.79913
13.1,-0.00137693,-0.000134804,0.00780557,-3.02898,-0.00106182,9.81592
13.11,-0.00283102,-0.00729275,0.00295141,-3.03016,-0.00763421,9.79507
13.12,-0.000209134,-0.00123783,0.00731058,-1.96625,-0.00410571,9.79921
13.13,-0.00320526,0.00190391,-0.00557181,0.0178328,-0.00237983,9.80082
13.14,-0.00215403,0.00648862,0.004137,0.00214319,0.00350795,9.78783
13.15,-0.000174814,-0.00157592,-0.00267932,0.00242719,0.00205798,9.79557
13.16,-0.00485139,-0.00362301,0.00827767,0.00112125,-0.00724653,9.79926
13.17,0.00690744,0.000536827,0.00987972,-0.00163301,-0.00805768,9.79944
13.18,0.00652275,0.00408832,-0.000928802,0.000181493,0.000648874,9.81032
13.19,-0.00106891,0.00278014,0.0133945,2.39683,0.00258365,9.79611
13.2,0.004727,-0.00859703,-0.0116119,3.01355,-0.00875319,9.79713
14.1,0.00099415,0.0129287,0.00581238,3.09872,0.00150695,9.80277
14.11,-0.00608824,-0.00117097,0.00802587,2.81343,0.0164292,9.78855
14.12,0.00236064,-0.000745493,-0.0675546,1.29206,-0.0108888,9.81606
14.13,3.7944e-06,-0.00611056,-0.160344,1.59683,-0.0412521,9.79594
14.14,-0.000298572,0.0092222,-0.254524,1.90423,-0.0852897,9.79272
14.15,-0.000952606,0.00314071,-0.36308,2.17471,-0.123751,9.8008
14.16,0.0030481,0.00591323,-0.462456,2.44299,-0.161503,9.79411
14.17,-0.00555684,0.00519225,-0.574531,2.64117,-0.164156,9.80799
14.18,0.0051704,0.00592188,-0.675699,2.759,-0.136764,9.79813
14.19,-0.00755965,0.000191642,-0.78984,2.83923,-0.361575,9.8028
14.2,-0.00657859,0.00363449,-0.8579,1.42212,-0.232933,9.80821
14.21,-0.00964604,-0.00111951,-0.802228,0.464919,0.0715811,9.80617
14.22,-0.00172579,-0.00324408,-0.778487,0.154568,0.132321,9.8062
15.1,-0.00587387,0.00100337,-0.79024,-0.194336,0.174432,9.79883
15.11,-0.00495848,-0.000567895,-0.819056,-0.598205,0.184764,9.80985
15.12,-0.00542182,-0.000140759,-0.867891,-1.14165,0.16977,9.80371
15.13,-0.0115676,0.00737217,-0.918286,-1.03476,0.153854,9.80321
15.14,-0.00545841,-0.00884237,-0.997086,-0.983421,0.252065,9.79465
15.15,-0.00348203,0.00529781,-1.09269,-0.923423,0.350163,9.79153
15.16,-0.00670254,-0.0069408,-1.19619,-0.846972,0.420319,9.8045
15.17,0.000320161,0.000747815,-1.30193,0.136644,0.190538,9.80183
15.18,-0.000854772,0.0040861,-1.33424,0.592812,-0.0117826,9.7943
15.19,-0.000734584,-0.00119185,-1.35542,0.279692,-0.561619,9.79909
15.2,-0.00173017,0.00492853,-1.34511,0.25365,-0.700996,9.80532
15.21,-0.000313074,0.00540568,-1.35126,0.25415,-0.67099,9.80279
16.1,-0.0113055,0.000199315,-1.35431,0.262792,-0.650363,9.80964
16.11,-0.00770759,-0.000551299,-1.35038,0.267596,-0.672662,9.80333
16.12,-0.00154921,0.00164821,-1.35533,0.260559,-0.662956,9.79302
16.13,0.00309874,-0.00671856,-1.35797,0.257373,-0.654022,9.80243
16.14,-0.00390978,0.00840243,-1.35407,0.177313,-0.706194,9.81021
16.15,0.00058171,0.00622585,-1.35104,0.242852,-0.676821,9.79771
16.16,-0.00526985,-0.0035069,-1.36141,0.243023,-0.664432,9.7988
16.17,0.00635747,-0.00256737,-1.35958,0.240028,-0.674086,9.80137
16.18,-0.0139028,0.00453894,-1.34924,0.19344,-0.687659,9.81231
16.19,-0.00148571,0.00924875,-1.33406,-0.121133,-0.859695,9.80023
16.2,-0.00606334,0.00262351,-1.27939,-0.316048,-1.04292,9.79379
16.21,-0.00309931,0.0199624,-1.24371,-0.174345,-0.841039,9.7953
16.22,-0.000161799,0.00289215,-1.20833,-0.00593183,-0.717315,9.80494
16.23,-0.00658781,0.00403667,-1.20411,0.154896,-0.597471,9.80038
17.1,-0.005596,0.00142309,-1.19541,0.333007,-0.50915,9.80673
17.11,0.000797397,0.00918849,-1.22205,0.49445,-0.385219,9.79854
17.12,-0.0132028,-0.00911389,-1.26538,0.676919,-0.309241,9.79142
17.13,-0.00325247,0.00167874,-1.30556,0.817007,-0.273128,9.79893
17.14,-0.00155431,0.00403475,-1.35167,0.443015,-0.533138,9.79699
17.15,-0.00885988,-0.000876885,-1.34939,0.255821,-0.70174,9.80384
17.16,0.00464286,0.00684737,-1.34798,0.256144,-0.664125,9.80804
17.17,-0.00601878,0.00534515,-1.35921,0.261506,-0.663527,9.79569
17.18,-0.0136434,0.00726916,-1.34544,0.181863,-0.676414,9.80126
17.19,0.00407065,0.00644673,-1.3511,0.244605,-0.690867,9.79492
17.2,-0.00242407,0.00524977,-1.36091,0.23713,-0.676887,9.80214
18.1,-0.00495732,-0.00156913,-1.35206,0.237502,-0.667787,9.80184
18.11,0.002837,-0.00221836,-1.35769,0.241283,-0.668086,9.80294
18.12,0.00271116,0.00730735,-1.35128,0.220992,-0.646898,9.79943
18.13,-0.00801177,0.002758,-1.35864,0.170331,-0.716255,9.79891
18.14,0.00714444,-0.00133945,-1.32131,-0.228288,-0.939023,9.80493
18.15,-0.00771015,-0.00315583,-1.27919,-0.164014,-0.919285,9.80281
18.16,-0.00234686,0.00265898,-1.24991,0.0182951,-0.743565,9.7972
18.17,-0.00233087,-0.00735137,-1.23958,0.214224,-0.59805,9.79945
18.18,-0.0053943,0.0024297,-1.24893,0.417287,-0.485126,9.80565
18.19,0.00328063,-0.0028056,-1.26949,0.640187,-0.394463,9.81199
18.2,-0.00372716,0.00284874,-1.32825,0.783023,-0.27132,9.80604
18.21,0.00472491,0.00188332,-1.34852,0.261209,-0.681876,9.79468
18.22,-0.00334293,-0.00073739,-1.34946,0.263924,-0.66328,9.79969
18.23,-0.00524759,-0.00432425,-1.34906,0.263991,-0.672969,9.8064
19.1,0.00252797,-8.10921e-05,-1.34614,0.256126,-0.673172,9.79436
19.11,0.00674407,-0.00659993,-1.23205,-0.170986,-2.70563,9.79372
19.12,-0.0112764,0.00271029,-0.72107,-0.664352,-4.22983,9.80359
19.13,-0.008566,0.000119008,-0.186068,0.978854,-3.04742,9.79367
19.14,0.00116992,0.000816991,-0.00648022,0.168357,0.0522623,9.80075
19.15,-0.00289208,0.00192598,0.00268396,-0.000690529,-0.0129103,9.80128
19.16,-0.00240381,0.00353918,-0.00303735,0.00440518,-0.0072987,9.79323
19.17,-0.00593852,-0.00191269,-0.0021452,-0.00215227,0.00186796,9.80331
19.18,-0.000682826,0.00412143,0.00333006,0.00529894,0.0158471,9.79018
19.19,-0.00646708,0.00573998,3.48607e-05,-0.0143875,-0.00177576,9.80078
19.2,-0.00589707,-0.000237333,-0.00121481,0.00266201,-0.00487148,9.8093
20.1,-0.00989561,0.00333687,0.00469509,0.00377612,-0.0133009,9.80029
20.11,-0.0021788,-0.00207949,-0.00309545,-0.00740932,-0.00828781,9.80615
20.12,-0.00234751,-0.00150771,-0.00265746,-0.981419,0.0858559,9.80136
20.13,0.0039697,0.0068708,-0.0791926,-2.46802,0.387855,9.80254
20.14,-0.00960105,0.00635809,-0.171737,-2.48434,0.469675,9.79463
20.15,-0.00169934,-0.0023756,-0.255989,-2.46525,0.450431,9.79517
20.16,-0.00546627,0.00183655,-0.331671,-2.47243,0.441874,9.80571
20.17,-0.00635915,0.00304394,-0.419889,-2.46581,0.412491,9.79661
20.18,0.000992341,0.00747724,-0.499044,-2.47053,0.427468,9.79408
20.19,-0.000150416,0.000913698,-0.579365,-2.44692,0.454994,9.81153
20.2,-0.00611108,-0.00285782,-0.594168,-0.700704,-0.0421457,9.79228
20.21,-0.00416102,0.00222499,-0.532271,-0.528342,-0.531526,9.80751
20.22,-0.00711919,-0.00482046,-0.490036,-0.605381,-0.452744,9.7994
21.1,-0.00713527,-0.00528251,-0.413443,-0.621788,-0.448889,9.79979
21.11,-0.00381717,0.00300642,-0.353607,-0.626192,-0.428918,9.80981
21.12,-0.00323521,-0.00270289,-0.28957,-0.631717,-0.42718,9.78693
21.13,-0.00573607,-0.00667062,-0.240545,-0.641693,-0.419189,9.80691
21.14,-0.00804682,0.00144268,-0.136404,0.421444,-0.730036,9.80646
21.15,-0.00706799,0.00189794,-0.0174046,1.18812,-0.636692,9.8043
21.16,-0.00899079,-0.000708984,0.0376682,1.3454,0.0282097,9.8084
21.17,-0.0101921,0.00513964,0.0509928,1.66985,0.0998729,9.79893
21.18,0.0043087,0.00857832,0.0242501,1.98013,0.0555216,9.79843
21.19,0.00247634,0.00690872,0.0205889,2.30339,-0.149103,9.79846
21.2,5.19597e-05,0.00324515,-0.00405322,2.66461,0.00601612,9.80007
21.21,0.00313975,-0.00149005,0.0012365,2.97702,0.00138314,9.80132
22.1,-0.00927741,0.00595725,0.000777578,3.28334,-0.00110438,9.79527
22.11,-0.00406934,-0.00159664,0.00304462,3.59278,0.000883374,9.8015
22.12,-0.00515673,0.00416942,0.00143505,1.49834,-0.00183547,9.79846
22.13,-0.00674876,-0.00331303,-0.00168704,0.00917362,-0.00520656,9.80255
22.14,-0.0127796,0.0114659,0.00337842,0.0111412,0.0104837,9.79893
22.15,-0.00262945,-0.00551068,-0.00557646,0.00726225,-0.012121,9.80123
22.16,-0.000158988,0.00176027,0.00333536,0.00435303,-0.0035718,9.80246
22.17,0.00959011,0.00774899,0.000540034,0.00295531,2.16372e-05,9.80516
22.18,-0.0031764,0.00816343,0.00337248,0.00446936,0.00266904,9.79353
22.19,-0.0116986,0.00614404,-0.00187354,0.00268214,0.00332281,9.807
22.2,0.00499714,0.00687923,0.00775617,0.00360307,-0.0085581,9.80305
22.21,-0.0016491,-0.00131672,-0.00346871,-0.00237005,0.00104395,9.80775
22.22,-0.0045742,0.00563447,0.00330286,-0.000861554,0.00427113,9.79667
23.1,-0.00179221,0.00638896,-0.000784439,0.000971896,-0.00101244,9.80208
23.11,0.00254804,-0.00337968,-0.00534282,0.000899193,0.00278989,9.80304
23.12,-0.0115075,0.00598815,-0.00471487,0.00124905,-0.00539689,9.80656
23.13,-0.00769317,0.00411161,0.0026946,0.00227669,-0.00166577,9.79434
23.14,0.00262217,0.00749061,-0.00269938,0.0271421,-0.00413875,9.80515
23.15,0.00180386,0.00166536,0.015243,-0.0266755,0.00326093,9.80467
23.16,0.000914446,0.00342797,0.00586414,-0.0125918,-0.00737624,9.80842
23.17,-0.00891395,-0.000929415,0.00161645,-0.00221646,-0.000616719,9.79771
23.18,-0.00955514,0.00538671,-0.000944592,-0.00440212,-0.00112737,9.79729
23.19,-0.00639117,0.00260401,-0.00363865,-0.00899035,-0.00157186,9.80483
23.2,-0.0119335,0.00773737,0.0032969,-0.0124208,-0.00334778,9.80624
23.21,0.000105581,0.00600879,-1.87156e-05,-0.0196674,0.00913347,9.80046
24.1,-6.91979e-05,-0.000324044,0.00884593,0.0240059,-0.00216389,9.79377
24.11,-0.0037541,-0.0060281,-0.00134043,0.00433554,-0.00301714,9.80189
24.12,-0.0031902,-0.00489652,-0.00121469,-0.00384481,-0.000267785,9.80529
24.13,0.00244351,0.00128703,0.00751906,0.00619939,0.00978263,9.80072
24.14,-0.00550718,-0.00213697,0.00352982,-0.0018822,0.00778967,9.80026
24.15,-0.0115584,0.00221588,-0.00025636,-0.000112948,0.00140671,9.7996
24.16,-0.000844137,0.00737669,0.00247303,-0.000920903,-0.00106522,9.79386
24.17,-0.00280382,0.00364007,0.00158789,0.00210787,-0.00417259,9.80486
24.18,-0.00187536,0.00681101,-0.000762142,0.00327066,0.00385112,9.80329
24.19,-0.00392786,0.00620199,-0.00303167,0.0072142,0.00553633,9.79699
24.2,-0.00264903,0.00170204,-0.000270278,0.000567468,-0.00413628,9.79853
24.21,0.00349658,0.00588666,0.00938882,0.00224493,-0.000298907,9.80002
24.22,0.00813843,0.00871391,0.00114126,-0.00280246,-0.00306066,9.79965
25.1,-0.00576907,-0.0035072,0.00234148,0.00556558,0.0102037,9.80921
25.11,-0.00403241,-0.00383152,0.00857134,0.00494858,-0.00946577,9.79591
25.12,0.00635729,0.00893699,0.00339789,-0.00202295,-0.00126819,9.80084
25.13,0.00183365,-0.00416297,0.00549722,-0.000237024,0.00330224,9.79511
25.14,-0.000850538,-0.000373522,-0.0648553,1.3348,-0.0544206,9.80251
25.15,0.000739981,-0.00450669,-0.207183,1.95193,-0.209754,9.8075
25.16,-0.012248,0.0012104,-0.34603,2.06969,-0.224728,9.7964
25.17,-0.00662446,0.00127196,-0.47805,2.05968,-0.203743,9.80548
25.18,-0.00376988,0.00292526,-0.565068,0.800884,0.0373961,9.80091
25.19,-0.00268112,0.000148675,-0.552328,0.218104,0.127657,9.80225
25.2,-0.000770597,0.00375123,-0.534829,0.108467,0.126985,9.80048
25.21,0.00467738,0.0100961,-0.524798,-0.0270933,0.110985,9.80321
26.1,0.00452693,0.00286078,-0.547496,-0.220128,0.106427,9.7997
26.11,-0.0028212,0.00707482,-0.547353,-0.223079,0.0601283,9.8006
26.12,0.0012423,0.00527825,-0.565803,0.123612,0.0651182,9.79671
26.13,0.00513046,-0.00237224,-0.558864,0.253061,0.0542705,9.8129
26.14,-0.00377162,0.00590101,-0.519273,-0.556063,-0.873165,9.80235
26.15,-0.00572845,-0.00182993,-0.216888,-2.95549,-2.9813,9.778
26.16,-0.00425639,-0.00748511,0.0554303,-2.68748,-0.68353,9.80841
26.17,-0.00329849,-0.00274417,0.167906,-2.67246,-0.498959,9.81265
26.18,0.0102824,0.00538846,0.264312,-2.65776,-0.321674,9.80524
26.19,0.00372082,0.0155827,0.344913,-2.7147,-0.3938,9.79993
26.2,-0.00633295,0.00649823,0.426979,-2.71337,-0.413509,9.80425
26.21,-0.000878678,-0.00303777,0.522605,-2.72413,-0.412775,9.79798
26.22,-0.00393462,0.00882942,0.61436,-2.73033,-0.403772,9.79475
